dim_X,dim_Y,dim_Z,objpath
4.57082095639989,7.442176031696167,2.918856456273385,38.obj
7.508550372233935,9.89609023977491,2.406865656404518,39.obj
2.676402612330431,2.7399461470560063,2.8329974042774912,40.obj
4.2789469612539985,4.740852566884939,2.2357606406760313,41.obj
4.913313302729758,7.431466915141588,2.8093645950530832,42.obj
4.586281823972904,4.514062852033007,2.8141429610935873,43.obj
5.685556562030577,3.979258196282742,2.4773699831855076,44.obj
7.770446127108588,6.752852867385985,2.4847919731546897,45.obj
6.578138357171582,6.978099311814807,2.0973954352851916,46.obj
8.707293048015195,2.8843436695243105,2.937009050856862,47.obj
7.673689588208429,6.972092463629016,2.1599776480850927,48.obj
7.967712349917864,2.5704289674217455,2.1233223367813974,49.obj
5.146275387862509,6.728829519306288,2.2861714979958774,50.obj
6.247255209060802,4.590022793645334,2.108227192165243,51.obj
5.365900226267229,6.891240641268606,2.543076703334305,52.obj
3.04584425142564,9.594828187301612,2.373499916686828,53.obj
8.967270881823621,7.516070717894686,2.1983257358959682,54.obj
6.043106389195607,2.827239951309836,2.3867329992230735,55.obj
7.1209684747157285,7.766109307468495,2.3558403706806086,56.obj
7.285677391998056,7.142455226087646,2.8172784426067103,57.obj
7.76473382670854,8.63769532822554,2.9915275602695353,58.obj
4.039685018056432,6.03145929857591,2.043581417012175,59.obj
5.974052116057636,5.265447121717871,2.4353467167825036,60.obj
9.868747684331595,5.497095360864112,2.6995184171294633,61.obj
5.535995230440626,6.897788978612386,2.7321805146628555,62.obj
4.7349817464383595,8.836634383257891,2.3350935910480533,63.obj
8.412849687213466,6.998410953660826,2.6533656429837076,64.obj
9.446581517603786,6.794668570239441,2.0879487007622504,65.obj
8.455356283097858,4.4339281786850675,2.8342489990292834,66.obj
5.562800933600618,8.23121706839881,2.8462002493039167,67.obj
9.423382447934106,9.941957048218065,2.5723356346791224,68.obj
4.270013465992876,3.459745758663722,2.2814676054422733,69.obj
3.7801417927630308,6.224710487451549,2.30916317818673,70.obj
9.870167396705586,3.1023525958294567,2.507362794612595,71.obj
6.567793874606471,4.138649667766775,2.897611235185545,72.obj
9.85841857524149,6.820304387006896,2.548172828707255,73.obj
5.591320917902989,5.570667598129111,2.457171275532975,74.obj
3.284009218727932,8.511060146758062,2.1952445298375642,75.obj
2.9269422538095253,6.530436326951718,2.2643686475208686,76.obj
8.024278691456736,9.150478671472614,2.6537039621824854,77.obj
8.529412837611904,3.6616696071186023,2.0610530851646094,78.obj
9.68274895100681,9.207552342467068,2.9966741407903528,79.obj
9.902763873529675,5.079711906568471,2.7400423902074866,80.obj
4.759230132525964,7.13989128615287,2.830437106594453,81.obj
8.062593312481166,3.609921542985959,2.6177988197861026,82.obj
4.049642567206808,8.567117746534507,2.750655632160939,83.obj
7.47347732658496,5.07114780838741,2.5616734554815364,84.obj
5.314042891158321,7.848024628538999,2.768441511437223,85.obj
9.71927275235632,5.508074744344123,2.857162978287222,86.obj
7.216736569434705,6.335677587250485,2.326780645596931,87.obj
7.030696739214631,5.431036007846728,2.698890643633143,88.obj
9.825531016135509,5.201825888561814,2.0376415663905543,89.obj
5.454035299437921,8.23103183776772,2.3783581107224907,90.obj
6.370854405686293,2.9713263728783987,2.6628142728244955,91.obj
9.392171269282265,5.210072358656918,2.788160790363949,92.obj
4.770141214018271,8.924503971313271,2.9997739569997153,93.obj
4.301985714538907,9.331361899272235,2.6794687353257425,94.obj
7.522808940691072,3.6974480057226145,2.3376824889347296,95.obj
6.898693880465121,5.6542051704661755,2.2124089766896495,96.obj
8.579127133601332,7.395175640569338,2.413050494793051,97.obj
4.932900534304129,5.404733933929506,2.466155997417885,98.obj
6.110695656255595,6.756155709161407,2.4117400964161977,99.obj
6.97228772848322,6.167533761338023,2.705505358367764,100.obj
5.919835973904104,6.492444749029381,2.4121070590429574,101.obj
9.329380378253008,2.6913007760553342,2.5304169474984226,102.obj
9.019905382282518,7.618033790503264,2.4787041727759407,103.obj
7.613091570723454,7.94232949679398,2.3433368690744847,104.obj
9.015763337931787,5.791882504765489,2.7134338679471517,105.obj
8.840933575169931,9.726295724174824,2.579043161499411,106.obj
6.314219722673397,7.960730723674807,2.224495228969251,107.obj
9.778227379633575,9.800187780973541,2.077722034361826,108.obj
5.387985843436068,9.882890445744117,2.6609787101149798,109.obj
5.933100268904774,3.5065869462671353,2.2211099453539758,110.obj
3.5406964905109417,3.317271858962539,2.486799533288904,111.obj
7.2190736793605685,4.915514093203389,2.934658741783838,112.obj
7.626432658371682,7.9449316829845795,2.995733165164609,113.obj
7.0907165066964675,8.611952809711669,2.039292126304523,114.obj
8.728156856842276,4.063190665246591,2.810387992032731,115.obj
8.924622165089628,2.612178504284036,2.357953344842988,116.obj
3.350752366097912,5.570730386020889,2.1413533591472858,117.obj
2.8022764728047393,9.331435254657483,2.560694331096908,118.obj
5.3914416010734625,4.8916024272165055,2.6436394862054304,119.obj
9.173571006748517,2.7209782137483414,2.033119369867204,120.obj
5.431993760920838,9.688527915646546,2.60902410500814,121.obj
3.8543412822755356,6.785532278474992,2.2550562973602637,122.obj
9.89449756083436,7.896368434260641,2.256859397027868,123.obj
8.32776502533083,4.864410163569149,2.1542444798518217,124.obj
7.648289209953133,6.497213026057249,2.2760212567419362,125.obj
6.55059478216174,2.8787862974260587,2.1149553040981917,126.obj
5.032420762444874,2.6572325024775374,2.0822713952442706,127.obj
4.319659318913461,5.920926967135253,2.0872749411572435,128.obj
8.346938241820057,4.834030996480772,2.2204746289352584,129.obj
7.176075527366716,6.255511070652945,2.9190379537928903,130.obj
5.997457401302009,8.59554153287135,2.3973811012977237,131.obj
2.9996451337318284,6.267316695298991,2.7352846968298747,132.obj
7.886238087144866,4.08338845617626,2.407288266037921,133.obj
9.836985543120022,4.321961424077224,2.979425901334771,134.obj
4.90563403718115,9.055593368953383,2.607615525892836,135.obj
7.994660630132062,9.165865651956276,2.3731699283624623,136.obj
5.9270995896156515,4.191273911528615,2.0452694266135607,137.obj
7.5101621675592245,2.662597265423003,2.2250138417969665,138.obj
9.786190174012546,9.172735654297998,2.7376074008419358,139.obj
5.373392849469587,7.512520383561152,2.5171214836710885,140.obj
3.113403642351525,8.6726583371184,2.655940411697529,141.obj
8.039716128046429,6.741726130790696,2.5462041428697497,142.obj
9.781439362199917,4.440281667464134,2.104212306887612,143.obj
6.99034380973258,4.082017553060562,2.724260187268076,144.obj
4.373283738510516,3.0583857706873196,2.761300452333201,145.obj
7.024586003569018,3.0563746635728206,2.7413229709825746,146.obj
9.495460460972852,6.390662563484737,2.6821180217616707,147.obj
3.358948578355899,8.210767900182901,2.6556005431410163,148.obj
7.008786121469813,3.939077177845614,2.8349916189250663,149.obj
7.538767143832044,4.804669941159496,2.6385227228592205,150.obj
5.802078830535468,4.379013903220813,2.63995089457954,151.obj
2.789414531756553,5.0524806549116565,2.6387993784901225,152.obj
8.667418060315509,7.296136063890373,2.9953742944588475,153.obj
9.350512871182872,4.2045447228557675,2.7570005671314375,154.obj
9.904173415950066,9.518767712640178,2.4382896380566486,155.obj
7.377407815828991,8.19366036008013,2.373625642243606,156.obj
9.925736182009318,3.246297284202448,2.511298397510029,157.obj
8.739015243111453,9.804624291706045,2.6696823172977977,158.obj
8.601893276765004,7.490066334659302,2.3855591239409994,159.obj
9.949593644634426,8.257409091933535,2.496310571785275,160.obj
6.9397754462829635,9.36656665602925,2.401439429616728,161.obj
6.311383290098734,9.191148579594106,2.6817957932087557,162.obj
6.980466765908277,4.344463946281393,2.468360879037297,163.obj
5.381567182985689,3.4341150328918397,2.0188127138669247,164.obj
4.761501888416652,3.778608974476017,2.8041763687309227,165.obj
8.811504651990811,2.9953048228446337,2.312470073764916,166.obj
8.899778218779268,4.434012515077143,2.6709276203786616,167.obj
5.696885774588472,7.952466440130422,2.734872120675266,168.obj
9.715886913966367,9.916472420368294,2.663521334244212,169.obj
9.18376715887359,9.451209427650937,2.400507571255587,170.obj
3.5214486848825812,7.268266299295163,2.4994557099741344,171.obj
5.4059318270689,9.626730425956708,2.4941879779386933,172.obj
3.418805329729534,4.4551763285721355,2.554166364281946,173.obj
8.480153275369798,4.336372207719564,2.0895619694181424,174.obj
7.471953647596758,7.057936312542072,2.1828597140514323,175.obj
6.4858779637870185,8.797569491318406,2.984562839892261,176.obj
7.632864929942593,8.854920003966733,2.022583199247297,177.obj
6.661020510937861,4.420320949123964,2.348982934467637,178.obj
9.461123977988962,7.13167005160855,2.0101205578879986,179.obj
5.6982814712719385,8.742224043720952,2.7375370091073505,180.obj
8.505096910560242,6.205247569055437,2.827466991912532,181.obj
2.650724872430511,9.24550641896883,2.9039176637237256,182.obj
8.605423471323014,3.9484667477140305,2.073837202555316,183.obj
3.665650826360352,6.521411784682217,2.5485180220590165,184.obj
5.7990734813513365,7.423486335389172,2.9724487676121134,185.obj
5.137003604830703,9.816704886631204,2.8162408221141932,186.obj
3.388751975257282,3.3493527723741945,2.705281723143812,187.obj
3.6333525547714753,6.532603453829374,2.5864285942633543,188.obj
3.1778954794835634,8.566907935306638,2.0749805027847605,189.obj
6.172777448482865,7.768739275052921,2.2836437458157373,190.obj
7.72464003464063,5.5465166321916985,2.0129858233665234,191.obj
6.604342306337116,8.039437345001538,2.4634897144078827,192.obj
7.68159235031208,8.08645518771208,2.3273574231178733,193.obj
6.256535653461227,5.994169421207403,2.6011398399515953,194.obj
4.646222813610861,7.609597814707984,2.2917888717309047,195.obj
5.834187098760185,5.485512051257487,2.46843580825626,196.obj
6.754235999797695,2.714423694831645,2.60823018709533,197.obj
6.87705416408806,9.845480670604644,2.273334814663968,198.obj
8.953430990500356,9.945157990631408,2.7589894241246284,199.obj
9.884889009399366,7.9799209427148305,2.553589510850644,200.obj
2.6743014672866017,7.5990328417882,2.883335801946712,201.obj
7.746525447821542,8.623984911212956,2.4705534481015086,202.obj
8.569778399370929,6.8882351642006165,2.4596223140947124,203.obj
8.033188927673214,3.215174817813539,2.7931010897005657,204.obj
9.607941108077616,6.2986976816848,2.3133668448897047,205.obj
7.905721890369081,9.721177985745726,2.405342371262739,206.obj
9.960654685560662,7.674766866688148,2.764543479968175,207.obj
4.7946554572685685,8.717551374345256,2.8857917625005554,208.obj
5.840283884808951,5.733158011575604,2.909537715858474,209.obj
3.578682897273614,4.104936696232334,2.193882768347797,210.obj
7.536363857363448,7.315136734792973,2.9171477745968564,211.obj
2.532607407467242,6.225776691099597,2.2491148622962487,212.obj
5.314450508698108,6.837692359765235,2.9729270848823264,213.obj
9.120082309992895,4.324052290706818,2.5598924664395253,214.obj
8.649676250273867,5.768146101756738,2.2228127021262614,215.obj
3.9309886078838527,8.786413250970623,2.118580127163487,216.obj
5.1222784820676175,6.465802724771648,2.296104826231427,217.obj
8.389174114468364,3.4053641827438046,2.097850395029511,218.obj
9.545395873500587,9.975155600686993,2.825394009825412,219.obj
3.0339815477856504,5.9024970750323416,2.909883499448751,220.obj
7.33022739538905,5.038101332296287,2.138593179530576,221.obj
3.2826012069823243,6.91867888784631,2.994333150362076,222.obj
6.252949227826278,7.369221546099869,2.538255464987218,223.obj
8.445227895196982,5.62021434223286,2.722689970542212,224.obj
6.528469170168082,5.150846483905321,2.3116316635286154,225.obj
9.046115453822217,6.175808865471746,2.0050114527124943,226.obj
2.7782978527399758,2.9690332445030885,2.9574815644691768,227.obj
4.633841390967815,5.726109142280605,2.5074218607965064,228.obj
9.746599376277135,5.944737148086862,2.973821587217287,229.obj
8.027702000907531,4.224067631172953,2.5347266113368523,230.obj
5.268076375883842,3.986982780828365,2.9969771982117996,231.obj
5.696206331742647,4.597434075255753,2.4885946669304166,232.obj
4.0736019980740945,8.911032126002066,2.915258683129602,233.obj
7.838199780380242,9.682564946380584,2.3328772406561846,234.obj
5.103497169190776,9.158802521558293,2.420515450899623,235.obj
6.889427314134925,7.198932829107205,2.2716845087083377,236.obj
8.067166127081132,3.807959905768053,2.3991944504703078,237.obj
5.029750843084502,4.502308207888682,2.8718233076327397,238.obj
5.736395778248401,7.981560012068328,2.264312535662731,239.obj
4.346157668009139,7.053218857268356,2.3003525875772137,240.obj
7.7264407394559305,4.42798808155994,2.5024215130089846,241.obj
2.811438812161807,8.95896964333837,2.4683095235557535,242.obj
2.626815190504105,7.5240713230981076,2.1456017698530045,243.obj
4.684039484658884,5.640971432117716,2.2941157866775606,244.obj
7.978774380422676,5.879083041521705,2.7214647254208226,245.obj
8.214215692426592,2.693655044254713,2.1338465937618856,246.obj
9.978817594136657,5.941356082583631,2.114490068152157,247.obj
5.084660850175746,5.890206887541114,2.4431510196986386,248.obj
9.843080894753523,5.421203184962538,2.0429059460284797,249.obj
8.236231593244362,7.250193810938278,2.1992252158823,250.obj
9.591561188998956,8.344037951703367,2.5395282788592897,251.obj
8.298735826433703,9.752807288891809,2.6002625069710126,252.obj
8.119404155318705,4.6686909044597265,2.9107136024179923,253.obj
3.124253683610201,6.640980715427677,2.110828414175497,254.obj
8.63816993916867,6.2501493778375385,2.558901799109711,255.obj
7.365228156678249,7.501340704048276,2.97874016606632,256.obj
9.712418371900922,8.7613147574226,2.470469739144498,257.obj
9.573586658643903,9.147335083506547,2.2901456098585706,258.obj
3.586968765616136,4.101557483753746,2.4588990700670226,259.obj
4.026960214908642,7.747110763109248,2.6676892853732723,260.obj
9.399116511791593,6.190830172259069,2.0067565056283305,261.obj
3.2557831517539926,5.918552384124024,2.5730422564780335,262.obj
4.599851984603227,2.648500348122526,2.010788478529236,263.obj
9.071637348215626,8.834559970329934,2.7654777255870266,264.obj
6.6193003130328645,6.643085530648701,2.773195985397031,265.obj
2.735676476369858,7.721016186345375,2.898033000110072,266.obj
2.625179198481179,8.9320241800554,2.8918833294421953,267.obj
6.748920281693601,9.633143950865867,2.9424767364653284,268.obj
3.4610886567688244,8.854608139575053,2.1205717292846478,269.obj
4.554965895825598,9.940900553993455,2.304859376659376,270.obj
7.21905814464968,6.2953916048754,2.5564536175986774,271.obj
3.9586290697771287,7.594496961582712,2.640846696221024,272.obj
5.783441756021814,7.367385659934886,2.9128858538960105,273.obj
3.798309425344209,7.79806217973119,2.805147249767142,274.obj
9.374269869002335,7.651542230234636,2.4883284342213168,275.obj
5.561270211375749,2.7771610044347512,2.4109225893520465,276.obj
2.783915098583329,3.2417749899115043,2.3125858965825916,277.obj
8.82279951800085,3.3526904526969856,2.456558638196418,278.obj
8.693913720128082,6.811995992871201,2.435817230890139,279.obj
7.7008876535540365,4.902366180151571,2.2850107486608104,280.obj
3.707427149882835,7.485785615180783,2.542312084925849,281.obj
9.696070341302866,7.017207883061255,2.18575484703347,282.obj
7.7082102057634065,7.286481677288248,2.689611123544483,283.obj
3.9452455722454576,8.035315478958893,2.786336714459707,284.obj
8.008854530288774,8.071268011884715,2.0390895172916226,285.obj
8.62907115685019,3.708159611363877,2.3509747304578563,286.obj
4.397534266621323,8.323227578288126,2.4984995936340106,287.obj
9.843395495968831,7.058824705935549,2.2523475796815307,288.obj
5.178835499437581,5.58282434914371,2.3602203967096465,289.obj
9.568501936342223,6.762901593365651,2.899178276054318,290.obj
7.7061860208660935,8.089193573882602,2.946989675797589,291.obj
7.935695258592253,6.2271925202155245,2.706640833636773,292.obj
7.34512186528813,4.453932813926,2.03546731983502,293.obj
8.469084435793896,3.7824981534314217,2.6610235209726003,294.obj
8.336918362458245,5.264148848771319,2.407756447864193,295.obj
5.337771187597307,5.17197296161549,2.7239213289653748,296.obj
9.272162590930737,9.436621559551027,2.1976711210039332,297.obj
4.444156943906896,8.291229807640248,2.1119029228916615,298.obj
3.4049609463548967,2.7853791378488464,2.3690664689493515,299.obj
7.089952262223498,5.472457276129697,2.5324475498155365,300.obj
3.8141187423721075,3.77439322699653,2.720850579380211,301.obj
2.556952037974068,5.894005364291274,2.88016295162232,302.obj
4.46848607415161,9.451324580645556,2.177086695703145,303.obj
3.283753326626483,8.827665593571895,2.512653859428314,304.obj
8.10168479308712,6.873009242598667,2.132796528368067,305.obj
3.5504378692510876,3.9549220940177627,2.9321679605060242,306.obj
6.083918120240506,7.517126124530601,2.6266713948495948,307.obj
7.55660604198867,7.03773971041631,2.6510942286514005,308.obj
8.875449637981806,5.343614026105342,2.7485263023322406,309.obj
4.329386747738832,7.46334415506422,2.8454650361595317,310.obj
5.170609805590759,9.161577994081226,2.859761381747991,311.obj
9.72864062169004,8.500366515955672,2.937019882732857,312.obj
9.940977045630174,7.758990750925308,2.778091925021774,313.obj
6.498138997539268,7.433695274928326,2.3085871198835863,314.obj
6.16686090621784,8.070455663174997,2.23920728043145,315.obj
4.49030993375356,7.288977208766163,2.9087810630266993,316.obj
5.276965223680241,4.891382128425731,2.2638826894439315,317.obj
9.503293923163785,6.5517156263603935,2.7978272177523302,318.obj
8.948300640145785,2.5035333455500526,2.004036850415065,319.obj
9.035218289915074,9.616670358737966,2.957745184688944,320.obj
9.53587340758488,6.0378906713967115,2.1653779158885818,321.obj
4.609998624342656,2.8877608311162937,2.3847506206563613,322.obj
9.125151969814388,7.860208110865068,2.780479024153638,323.obj
8.546673462102689,4.475935423008658,2.9336952539703836,324.obj
6.298084165267443,4.244796004436774,2.426689570270036,325.obj
6.776648872657163,6.866681093150774,2.2035845412977295,326.obj
3.6705121926820885,3.9886597433330175,2.1288103675959618,327.obj
6.811919126574175,6.003506556385019,2.895603202111016,328.obj
9.849362918540937,9.308244196840072,2.00570020208237,329.obj
7.5642758131425625,9.747342698191613,2.737060208514433,330.obj
3.9596620908160327,9.68269676724865,2.622584082983122,331.obj
9.768294379412556,4.446000313859126,2.0761296972787338,332.obj
7.081859598300251,2.6433523823713485,2.6564722619496717,333.obj
4.704054460811414,7.070738736504834,2.972684774579918,334.obj
4.630904955631893,6.957301192593324,2.322988453585905,335.obj
2.9010525667662965,3.600634019888947,2.377952925676468,336.obj
3.8863523369139346,9.202512250708029,2.163664724804787,337.obj
7.457483180172758,4.757692023513794,2.451584808241454,338.obj
4.491688747201834,7.137296052454335,2.5050993807817084,339.obj
7.90832868463789,6.891866313086576,2.3816519478219305,340.obj
3.838505925031149,6.065440277908682,2.039416023623011,341.obj
9.84499300826392,4.1069474041255205,2.0845744463904223,342.obj
5.516003170914629,7.288293842494962,2.7486746908878574,343.obj
8.199995846126765,7.674902046493284,2.5739929673759843,344.obj
5.671287721696832,4.54731650051242,2.1690379586674506,345.obj
4.080121375735289,8.180366632087091,2.7483431117665136,346.obj
8.93941816988255,5.894517293084043,2.3101761463472155,347.obj
9.631890531440977,8.741699784645816,2.4529838346473,348.obj
4.862266766077488,3.0293711841311293,2.0843463149417483,349.obj
2.8407110692009905,3.843406147469146,2.2332754785947713,350.obj
8.875428616130296,5.066361952714555,2.6978603559032046,351.obj
9.487821684547207,9.615168186252205,2.5332947853332257,352.obj
6.505380180701141,4.358722641182659,2.704543244826325,353.obj
4.024697609512321,7.485752814363085,2.825137087946981,354.obj
4.777625780145849,7.0234256526135574,2.299191307411912,355.obj
3.1199140998782005,3.2728990698306957,2.540967719077096,356.obj
3.283047804644588,7.183636854609074,2.72171740993881,357.obj
2.6752291048522276,3.2250027105214523,2.7048913007393787,358.obj
3.2760092720037477,6.196619677701829,2.681822273850254,359.obj
9.56454330392959,8.38360888792368,2.589820800536178,360.obj
9.07771275101411,2.6723101832036784,2.348888225563077,361.obj
6.471559961786118,4.202402635637641,2.191185975617741,362.obj
6.421580156653108,5.882478450480383,2.5530969461924524,363.obj
3.9062320083266497,9.698176228331185,2.7979797480285846,364.obj
5.990579103693588,4.869492365154363,2.223510512946973,365.obj
5.980980416353953,8.837433405215656,2.073553168077953,366.obj
8.81131744262865,7.934711803525885,2.7944054430824936,367.obj
7.614656635791182,5.015078563103488,2.0781742063506625,368.obj
5.811894979704409,3.5894893026650543,2.368604496066663,369.obj
3.9139669066126204,9.03360769019252,2.202615632475862,370.obj
4.613907218986556,9.30013732533013,2.096511775168982,371.obj
3.389270915387275,4.966160689188681,2.2604780358344607,372.obj
8.657766634843888,6.485579329527986,2.3793443067130093,373.obj
4.168254823365627,3.0036793844646477,2.5498247321727505,374.obj
4.751890657172687,3.675575756331826,2.994994671086194,375.obj
9.616520265343592,3.547409485537754,2.5258142208276553,376.obj
5.428956190148137,3.12412538306736,2.3664634651454386,377.obj
7.346785298095268,5.2677310892505895,2.90856482292583,378.obj
8.718823528516726,4.868125933187005,2.974971076467582,379.obj
6.544876419149002,8.748774220177907,2.537372099966211,380.obj
2.658297433286333,3.742773231287039,2.153107797291662,381.obj
8.045252072197876,3.8091264859873446,2.712788064125285,382.obj
2.962745053590098,3.0476310608416206,2.808514874611614,383.obj
4.007268010492279,6.059734167367864,2.5082076234637314,384.obj
9.853069367347459,8.235714003850978,2.516276544114687,385.obj
4.557613787386056,4.700208848861712,2.419867666586053,386.obj
9.605753515423515,4.821489855576475,2.186030322936164,387.obj
8.057310291557648,7.654538303653117,2.1461340482620206,388.obj
9.802548868465058,4.818724968007118,2.249807825697511,389.obj
5.92566643366049,6.270847372995676,2.059703903779809,390.obj
4.316078156119644,5.830547371774248,2.0906942143605676,391.obj
4.353793914130535,3.8198934240872644,2.004943989954354,392.obj
7.140096455072072,2.75315580211214,2.4942020354771395,393.obj
9.089437485826439,8.76259705673719,2.7303171385453147,394.obj
7.3401207306796525,8.45904441228926,2.821209155150193,395.obj
8.544928222857006,8.973837362075685,2.443998693236834,396.obj
7.176536906020405,7.607742550853439,2.9119574685266567,397.obj
3.5540203637264205,4.133068093465016,2.128214961172956,398.obj
3.631901228930193,9.148014483660834,2.127419776506086,399.obj
7.101824237633846,3.741341127975244,2.3314875482366952,400.obj
6.707266078639481,4.576924790174516,2.718520339881762,401.obj
3.5898696192739625,4.1553918962330885,2.741391327228474,402.obj
2.6408842940384956,3.0192249143485785,2.388031022768397,403.obj
8.202087647364497,2.809095677460965,2.686346071535173,404.obj
5.698351728020528,8.012938267363428,2.544754922715588,405.obj
4.483797153542188,3.687413002940222,2.9845117810515704,406.obj
4.709920392128751,6.514547531641476,2.3822280472531774,407.obj
8.844185063363533,2.638691069762973,2.795501150837954,408.obj
8.026761255806768,9.220355360716546,2.3202082077144164,409.obj
8.377737897111366,8.169958401533469,2.034966579474178,410.obj
6.9731023353240245,6.788140927016617,2.474129735082631,411.obj
6.468098477139598,4.874445351307814,2.649189628310076,412.obj
9.347802572446883,6.2713992589317265,2.6764771866689796,413.obj
7.498787501780315,5.95747914278609,2.1712524741385493,414.obj
6.737533089767281,4.404356820188232,2.0895658776639277,415.obj
6.733601185786186,5.7359299084384885,2.492263357607031,416.obj
6.28897821470342,8.045236351147443,2.477582526947339,417.obj
6.781721255546255,7.009068982905432,2.711949659254773,418.obj
5.136448859011571,9.48595862999171,2.2153970959711193,419.obj
4.283832209862281,7.6400085301362965,2.86182971186978,420.obj
4.921446983473823,3.555906843183642,2.5952328550245864,421.obj
9.455876498580311,7.944721139719972,2.1902267414818297,422.obj
6.734070074878113,3.050917862622668,2.044987815506523,423.obj
2.6288333659254604,4.579149684277185,2.119463862250407,424.obj
3.3656674701981997,5.838617495055532,2.7025568400027398,425.obj
3.279613492192098,9.278810006866442,2.738296388006368,426.obj
6.408868126245378,8.297862573069906,2.9249117393608843,427.obj
9.543670074804863,4.8805426099631015,2.087363608019609,428.obj
4.700709424632913,7.723811585762032,2.3833086623905286,429.obj
8.989759091373937,2.9807621350419407,2.916476835023077,430.obj
5.5298884429918935,3.1681723157437904,2.167925432372516,431.obj
3.504363734365618,3.5502134024373606,2.3971198904466275,432.obj
6.208098699578656,4.745650118900303,2.2033896620023907,433.obj
6.016380591458877,9.917206601923532,2.7460825849655697,434.obj
9.245454611725867,8.291520014829036,2.571423209665097,435.obj
2.944367899860697,2.9578865303421025,2.500482527377639,436.obj
8.033670203848205,2.5400538672158,2.023537699329159,437.obj
8.020395724837918,8.304022122030275,2.833911230100399,438.obj
5.725438446677482,6.275141128238791,2.1022947206800384,439.obj
4.111311079824828,2.8352431779395055,2.235906766709707,440.obj
9.547075481598785,9.585904533542706,2.7760632660039177,441.obj
4.775933490156569,6.096326384675317,2.6115927080250754,442.obj
7.013583961721161,2.9665174538530907,2.798273070286648,443.obj
6.010003566876906,8.221085319606136,2.6918070228407127,444.obj
5.532342370592456,3.1208627586807403,2.869882128261348,445.obj
6.52538474639509,5.632435266814409,2.573789963572181,446.obj
9.912700795931844,5.881647517695374,2.416140075750599,447.obj
3.2250700539823502,3.2012466837926907,2.242313761884181,448.obj
7.960549397326781,2.7257389336520603,2.6810767146790284,449.obj
9.58613033443049,5.7654800119604035,2.6025341119179908,450.obj
9.369398979416882,5.727354591043294,2.6180006782231935,451.obj
6.6492308758656415,3.9604924330945437,2.8267706873991116,452.obj
7.434083534528568,5.55533414417477,2.461091141916543,453.obj
5.271823589153181,5.294292032687972,2.038709894175423,454.obj
3.3447000684022306,7.799232003456384,2.499974706779729,455.obj
6.90123262333562,5.299176309616594,2.5857803082540083,456.obj
6.7176961173004806,8.045492481429882,2.4938722559041517,457.obj
9.882704351681735,5.564944801978344,2.2652399295797565,458.obj
7.913670039543003,7.563800378205279,2.062766329204399,459.obj
6.910918024931369,4.593167855506189,2.4347099020358476,460.obj
6.659946561522328,6.428988042236317,2.836721462611787,461.obj
3.374801410591013,3.175619692897383,2.1657933672372134,462.obj
9.391871480035153,2.8607675319164114,2.5213594230699026,463.obj
4.4615324057247365,5.122668773438524,2.7908238744156852,464.obj
6.0385161109191134,3.5644744929255694,2.954405898993101,465.obj
5.471521269054113,7.643303275474471,2.2692898911666495,466.obj
